education,experience,ethnicity,smsa,region,parttime,wage
16,5.0,cauc,yes,south,no,522.32
12,7.0,cauc,yes,south,no,351.38
12,12.0,cauc,yes,south,no,759.73
10,39.0,cauc,no,south,no,356.13
9,18.0,cauc,no,south,no,339.7
16,20.0,cauc,yes,south,no,902.18
13,38.0,cauc,yes,south,no,830.96
13,0.0,cauc,yes,south,yes,52.91
12,25.0,afam,no,south,no,392.83
12,30.0,cauc,no,south,no,391.74
10,49.0,cauc,no,south,yes,98.77
12,14.0,afam,no,south,no,261.16
7,35.0,afam,no,south,no,225.55
18,11.0,cauc,yes,south,no,474.83
18,8.0,cauc,yes,south,no,501.54
12,13.0,cauc,yes,south,no,712.25
10,16.0,cauc,no,south,no,759.73
12,15.0,cauc,no,south,no,379.87
16,8.0,cauc,no,south,no,1068.38
17,25.0,cauc,yes,south,no,854.7
14,4.0,cauc,yes,south,no,144.32
15,3.0,cauc,yes,south,yes,50.05
7,45.0,cauc,yes,south,no,278.11
12,39.0,cauc,no,south,no,617.28
12,9.0,cauc,no,south,no,569.8
16,23.0,cauc,no,south,no,735.99
14,-1.0,cauc,no,south,yes,82.72
15,18.0,afam,no,south,no,430.77
4,54.0,afam,no,south,yes,185.19
12,25.0,cauc,no,south,no,712.25
12,5.0,cauc,no,south,no,261.16
12,13.0,cauc,no,south,no,569.8
12,13.0,cauc,no,south,no,455.46
10,27.0,cauc,no,south,no,555.56
11,11.0,cauc,no,south,no,296.77
12,27.0,cauc,no,south,no,712.25
5,42.0,cauc,no,south,no,308.64
12,5.0,cauc,no,south,no,185.19
12,29.0,cauc,no,south,no,723.46
12,11.0,cauc,yes,south,no,237.42
12,15.0,cauc,no,south,no,593.54
12,1.0,cauc,no,south,no,352.73
12,4.0,cauc,no,south,no,379.87
18,12.0,cauc,no,south,no,688.51
8,52.0,cauc,no,south,yes,71.23
14,0.0,cauc,no,south,no,216.05
12,24.0,afam,no,south,no,508.07
12,16.0,afam,no,south,no,493.83
13,10.0,afam,no,south,no,271.6
12,22.0,afam,no,south,no,356.05
9,23.0,afam,no,south,no,261.16
11,5.0,cauc,yes,south,yes,524.69
7,44.0,cauc,yes,south,no,676.35
12,19.0,afam,yes,south,no,237.42
12,38.0,cauc,no,south,no,370.37
11,38.0,cauc,no,south,no,664.77
11,19.0,cauc,no,south,no,1175.78
12,3.0,afam,no,south,no,403.61
16,40.0,cauc,no,south,no,1234.57
12,40.0,cauc,no,south,no,367.62
12,16.0,afam,no,south,no,284.9
12,40.0,cauc,no,south,no,712.25
12,6.0,cauc,yes,south,yes,142.45
12,8.0,cauc,yes,south,no,225.55
18,14.0,cauc,yes,south,no,783.48
12,18.0,cauc,yes,south,no,522.32
12,13.0,cauc,yes,south,no,688.51
18,32.0,cauc,yes,south,no,641.03
12,37.0,cauc,yes,south,no,830.96
15,18.0,cauc,yes,south,no,1274.39
12,0.0,cauc,yes,south,yes,110.79
11,15.0,cauc,yes,south,yes,123.46
12,26.0,cauc,no,south,no,985.28
8,45.0,cauc,no,south,no,522.32
12,20.0,afam,no,south,no,641.03
12,9.0,cauc,no,south,no,370.37
9,41.0,cauc,no,south,no,275.4
10,10.0,cauc,no,south,no,356.13
12,37.0,cauc,yes,south,no,712.25
13,14.0,cauc,yes,south,no,546.06
8,39.0,afam,no,south,no,427.35
12,2.0,afam,no,south,no,177.78
16,12.0,afam,no,south,no,474.83
12,18.0,afam,no,south,no,261.16
12,9.0,afam,no,south,no,308.64
12,10.0,afam,no,south,no,148.15
12,6.0,afam,no,south,no,332.38
14,13.0,afam,no,south,no,370.37
15,21.0,afam,no,south,no,641.03
10,45.0,cauc,no,south,no,308.64
9,40.0,cauc,no,south,no,470.83
9,21.0,cauc,no,south,no,403.61
12,14.0,cauc,no,south,no,949.67
12,15.0,cauc,yes,south,no,926.64
18,21.0,cauc,yes,south,no,987.65
14,10.0,cauc,yes,south,no,712.25
12,50.0,cauc,yes,south,no,370.37
14,21.0,cauc,yes,south,no,925.93
16,20.0,cauc,yes,south,no,890.31
12,31.0,cauc,yes,south,no,356.13
11,5.0,cauc,yes,south,no,299.29
16,9.0,cauc,yes,south,no,688.51
16,9.0,cauc,yes,south,no,1139.6
17,1.0,cauc,yes,south,no,527.26
18,6.0,cauc,yes,south,no,902.18
16,6.0,cauc,yes,south,no,712.25
16,19.0,cauc,yes,south,no,329.22
12,41.0,cauc,yes,south,no,1187.08
12,7.0,cauc,yes,south,no,296.77
12,10.0,afam,yes,south,no,118.71
12,14.0,afam,yes,south,no,356.13
8,52.0,afam,yes,south,no,370.37
12,30.0,afam,yes,south,no,522.32
14,10.0,afam,yes,south,no,522.32
18,23.0,cauc,yes,south,no,1448.24
14,7.0,cauc,yes,south,no,370.37
12,9.0,cauc,yes,south,no,1176.47
16,41.0,cauc,yes,south,no,712.25
13,32.0,cauc,yes,south,no,664.77
13,19.0,afam,yes,south,no,949.67
16,17.0,afam,yes,south,no,949.67
12,22.0,afam,yes,south,no,246.91
16,27.0,cauc,yes,south,no,1899.34
15,27.0,cauc,yes,south,no,514.4
13,30.0,cauc,yes,south,no,508.35
12,15.0,cauc,yes,south,no,365.33
12,33.0,afam,yes,south,no,688.51
12,21.0,afam,yes,south,no,411.85
11,3.0,afam,yes,south,no,210.83
18,19.0,cauc,yes,south,no,368.0
12,35.0,cauc,yes,south,no,709.97
13,5.0,cauc,yes,south,no,484.33
12,13.0,afam,yes,south,no,483.62
12,11.0,afam,yes,south,no,427.35
18,3.0,cauc,yes,south,no,1089.32
16,1.0,cauc,yes,south,no,691.36
15,15.0,cauc,yes,south,no,797.33
14,23.0,cauc,yes,south,no,227.16
12,9.0,afam,yes,south,no,474.83
10,30.0,cauc,yes,south,no,709.62
12,23.0,cauc,yes,south,no,807.22
18,13.0,cauc,yes,south,no,688.51
16,5.0,cauc,yes,south,no,522.32
17,23.0,cauc,yes,south,no,546.06
12,20.0,cauc,yes,south,no,830.96
11,28.0,cauc,yes,south,no,308.64
16,2.0,cauc,yes,south,no,379.87
15,13.0,cauc,yes,south,no,807.22
12,12.0,afam,yes,south,no,546.06
12,8.0,cauc,yes,south,no,641.03
12,8.0,afam,yes,south,no,261.16
14,5.0,afam,yes,south,no,271.6
12,9.0,cauc,yes,south,no,391.74
12,11.0,afam,yes,south,no,249.29
15,13.0,afam,yes,south,no,591.56
12,10.0,cauc,yes,south,no,735.99
12,13.0,afam,yes,south,no,925.93
12,3.0,afam,yes,south,no,356.13
12,27.0,cauc,yes,south,no,1036.49
12,1.0,cauc,yes,south,no,374.5
12,7.0,cauc,yes,south,yes,308.64
8,38.0,cauc,yes,south,no,735.99
12,13.0,cauc,yes,south,no,529.1
18,19.0,afam,yes,south,no,949.67
12,14.0,afam,yes,south,no,522.32
14,12.0,afam,yes,south,no,1068.38
14,7.0,afam,yes,south,no,617.28
14,7.0,afam,yes,south,no,771.6
15,4.0,cauc,yes,south,no,664.77
12,7.0,cauc,yes,south,no,579.3
15,33.0,cauc,yes,south,no,232.67
12,16.0,cauc,yes,south,no,370.37
13,14.0,cauc,yes,south,no,71.23
10,17.0,cauc,yes,south,yes,166.19
12,11.0,cauc,yes,south,no,854.7
18,10.0,cauc,yes,south,no,1305.79
16,14.0,cauc,yes,south,no,2374.15
12,7.0,cauc,yes,south,no,1020.89
15,25.0,cauc,yes,south,no,1424.5
18,32.0,cauc,yes,south,no,1092.12
13,-1.0,cauc,yes,south,yes,102.88
11,31.0,cauc,yes,south,no,415.48
17,16.0,cauc,yes,south,no,1377.02
11,43.0,cauc,yes,south,no,641.03
15,1.0,cauc,yes,south,yes,305.01
16,0.0,cauc,yes,south,yes,132.13
15,1.0,cauc,yes,south,no,502.97
9,40.0,cauc,yes,south,no,113.17
10,28.0,afam,yes,south,no,651.58
12,14.0,cauc,yes,south,no,641.03
10,9.0,cauc,yes,south,no,379.87
12,20.0,cauc,yes,south,no,783.48
16,19.0,cauc,yes,south,no,593.54
17,26.0,cauc,yes,south,no,878.44
14,16.0,cauc,yes,south,yes,1234.57
13,21.0,cauc,yes,south,no,864.2
18,10.0,cauc,yes,south,no,486.7
12,24.0,cauc,yes,south,no,740.74
18,23.0,cauc,yes,south,no,1424.5
16,31.0,cauc,yes,south,no,1175.21
15,19.0,cauc,yes,south,no,1020.89
14,21.0,cauc,yes,south,no,546.06
14,7.0,cauc,yes,south,no,830.96
12,10.0,cauc,yes,south,no,470.09
9,11.0,cauc,yes,south,no,111.11
12,40.0,cauc,yes,south,no,672.6
12,2.0,cauc,yes,south,no,284.9
14,24.0,cauc,yes,south,no,1020.89
12,11.0,cauc,yes,south,no,1068.38
18,19.0,cauc,yes,south,no,783.48
16,5.0,cauc,yes,south,no,949.67
11,5.0,cauc,yes,south,no,279.2
17,12.0,cauc,yes,south,no,949.67
14,34.0,cauc,yes,south,no,949.67
16,33.0,cauc,yes,south,no,1466.05
12,7.0,cauc,yes,south,no,529.1
12,5.0,cauc,yes,south,no,332.38
12,35.0,cauc,yes,south,no,740.74
11,11.0,afam,yes,south,no,569.8
12,20.0,cauc,yes,south,yes,128.6
10,29.0,cauc,yes,south,no,474.83
16,30.0,cauc,yes,south,no,1377.02
18,10.0,cauc,yes,south,no,807.22
16,9.0,cauc,yes,south,no,664.77
16,31.0,cauc,yes,south,no,712.25
17,16.0,cauc,yes,south,no,1709.4
12,9.0,afam,yes,south,no,432.1
10,5.0,afam,yes,south,no,166.19
12,35.0,cauc,yes,south,no,854.7
12,44.0,cauc,yes,south,no,997.15
16,11.0,cauc,yes,south,no,1905.06
18,6.0,cauc,yes,south,no,1258.31
16,9.0,cauc,yes,south,no,185.19
16,7.0,cauc,yes,south,no,229.63
16,11.0,afam,yes,south,no,557.93
12,3.0,cauc,yes,south,no,237.42
12,9.0,afam,yes,south,no,356.13
12,7.0,afam,yes,south,no,205.76
12,4.0,afam,yes,south,no,195.47
16,25.0,cauc,yes,south,no,830.96
17,23.0,cauc,yes,south,no,1187.08
16,22.0,cauc,yes,south,no,1899.34
12,17.0,cauc,yes,south,no,403.61
12,8.0,cauc,yes,south,no,564.55
16,25.0,cauc,yes,south,no,997.15
0,50.0,cauc,yes,south,yes,113.58
12,1.0,cauc,yes,south,no,462.96
17,8.0,cauc,yes,south,no,1448.24
14,17.0,cauc,yes,south,no,1115.86
16,14.0,cauc,yes,south,no,1187.08
17,16.0,cauc,yes,south,no,432.1
12,9.0,cauc,no,south,no,439.22
12,22.0,cauc,no,south,no,569.8
12,13.0,afam,no,south,no,199.43
17,2.0,afam,no,south,no,427.35
16,1.0,cauc,yes,south,yes,154.32
15,4.0,cauc,yes,south,no,427.35
14,4.0,cauc,yes,south,no,379.87
12,11.0,cauc,yes,south,no,510.97
12,30.0,cauc,no,south,no,370.16
12,24.0,cauc,no,south,yes,191.36
12,4.0,cauc,no,south,no,159.26
9,22.0,afam,yes,south,yes,53.7
12,23.0,cauc,no,south,no,381.17
9,5.0,cauc,yes,south,no,308.64
12,30.0,afam,no,south,no,449.38
14,41.0,cauc,yes,south,no,417.85
12,31.0,cauc,yes,south,no,970.06
12,25.0,afam,yes,south,no,308.64
14,42.0,cauc,yes,south,no,1187.08
18,36.0,cauc,yes,south,no,949.67
17,10.0,cauc,yes,south,no,709.88
17,28.0,cauc,yes,south,no,1092.12
12,11.0,cauc,yes,south,no,427.35
14,10.0,cauc,yes,south,no,349.76
12,16.0,cauc,yes,south,no,712.25
6,32.0,cauc,yes,south,no,546.06
12,36.0,cauc,yes,south,no,937.8
14,14.0,afam,yes,south,no,712.25
12,8.0,afam,yes,south,no,284.9
11,5.0,cauc,no,south,no,304.84
8,38.0,afam,no,south,no,324.89
12,7.0,afam,no,south,no,154.32
12,15.0,afam,no,south,no,261.16
12,24.0,afam,yes,south,no,339.51
13,4.0,afam,no,south,no,210.44
18,7.0,cauc,yes,south,no,952.83
12,7.0,cauc,no,south,no,389.51
12,11.0,cauc,yes,south,no,774.63
18,13.0,cauc,no,south,no,593.54
18,28.0,cauc,no,south,no,1282.05
12,18.0,cauc,no,south,no,284.9
16,5.0,cauc,yes,south,no,617.28
16,0.0,cauc,yes,south,no,204.69
11,26.0,cauc,no,south,no,498.58
18,8.0,cauc,no,south,no,593.54
16,11.0,cauc,no,south,no,735.99
10,17.0,cauc,no,south,no,474.83
10,8.0,afam,no,south,no,142.66
14,20.0,cauc,no,south,no,498.58
11,11.0,afam,no,south,no,451.09
12,9.0,afam,no,south,no,161.03
14,1.0,afam,no,south,no,329.22
12,15.0,cauc,no,south,no,237.42
12,11.0,cauc,no,south,no,403.61
12,8.0,cauc,no,south,no,664.77
12,11.0,cauc,no,south,no,403.61
11,44.0,cauc,no,south,no,403.61
12,1.0,cauc,no,south,yes,175.62
12,15.0,afam,no,south,no,197.53
12,27.0,cauc,no,south,no,289.65
12,4.0,cauc,no,south,no,223.17
8,9.0,cauc,no,south,no,282.92
14,33.0,cauc,yes,south,no,427.35
12,29.0,cauc,yes,south,no,925.93
12,7.0,cauc,yes,south,no,197.06
16,16.0,cauc,yes,south,no,1068.38
16,19.0,cauc,yes,south,no,802.47
15,-1.0,cauc,yes,south,yes,188.61
16,26.0,cauc,yes,south,no,783.48
16,31.0,cauc,no,south,no,1025.19
14,11.0,cauc,yes,south,no,797.72
14,10.0,cauc,yes,south,no,716.86
12,37.0,cauc,no,south,no,385.19
9,44.0,cauc,no,south,no,617.28
13,39.0,cauc,no,south,no,498.58
9,23.0,afam,no,south,no,189.93
12,2.0,cauc,no,south,no,295.35
5,32.0,cauc,no,south,no,498.58
12,20.0,cauc,no,south,no,617.28
12,13.0,afam,no,south,no,474.83
12,30.0,afam,no,south,no,166.19
10,3.0,cauc,yes,south,no,191.36
12,37.0,cauc,yes,south,no,1068.38
13,35.0,cauc,no,south,no,1044.63
18,17.0,cauc,no,south,no,1210.83
12,25.0,afam,no,south,no,261.16
12,29.0,cauc,no,south,no,593.54
15,8.0,cauc,no,south,no,712.25
14,14.0,cauc,yes,south,no,712.25
16,7.0,cauc,yes,south,no,1068.38
12,48.0,cauc,yes,south,no,938.27
14,22.0,cauc,yes,south,no,320.51
12,14.0,cauc,yes,south,no,474.83
12,30.0,cauc,no,south,no,534.19
12,29.0,cauc,yes,south,no,498.58
12,9.0,afam,yes,south,no,828.51
11,10.0,afam,yes,south,no,1012.98
14,36.0,afam,yes,south,no,363.58
15,9.0,cauc,no,south,no,830.96
18,38.0,cauc,no,south,no,949.67
12,17.0,afam,no,south,no,335.1
12,3.0,afam,no,south,no,237.42
11,3.0,afam,no,south,no,398.05
8,29.0,cauc,yes,south,no,488.08
12,15.0,cauc,yes,south,no,284.9
11,12.0,cauc,yes,south,no,441.95
10,40.0,cauc,yes,south,no,830.96
8,26.0,cauc,yes,south,no,439.22
11,10.0,afam,no,south,no,322.89
17,-2.0,cauc,no,south,no,293.21
12,32.0,afam,no,south,no,411.78
12,3.0,afam,no,south,no,308.64
11,12.0,cauc,yes,south,no,353.75
12,23.0,cauc,yes,south,no,546.06
10,14.0,cauc,no,south,no,902.18
10,20.0,cauc,no,south,no,403.61
12,28.0,cauc,no,south,no,305.34
17,13.0,cauc,no,south,no,439.22
12,17.0,cauc,no,south,no,444.44
10,4.0,cauc,no,south,no,185.19
12,39.0,cauc,no,south,no,570.37
12,15.0,cauc,no,south,no,546.06
11,5.0,cauc,no,south,no,296.3
9,5.0,cauc,no,south,no,296.3
11,44.0,cauc,no,south,no,284.9
14,9.0,cauc,no,south,no,902.18
15,12.0,cauc,no,south,no,498.58
4,39.0,afam,no,south,no,178.06
12,35.0,cauc,no,south,no,474.83
12,15.0,afam,yes,south,no,415.48
17,21.0,cauc,no,south,no,807.22
12,8.0,cauc,yes,south,no,671.89
12,22.0,cauc,yes,south,no,823.36
13,14.0,cauc,no,south,no,313.58
12,35.0,afam,yes,south,no,522.32
13,35.0,cauc,yes,south,no,664.77
13,4.0,cauc,yes,south,no,371.93
15,23.0,afam,yes,south,no,332.38
12,22.0,cauc,yes,south,no,759.73
12,2.0,cauc,yes,south,no,228.13
18,30.0,cauc,yes,south,no,830.96
12,19.0,cauc,yes,south,no,569.8
8,23.0,cauc,no,south,no,71.23
12,32.0,cauc,no,south,no,973.41
7,21.0,cauc,no,south,no,284.9
5,56.0,afam,no,south,yes,130.58
11,1.0,afam,no,south,yes,92.59
12,21.0,afam,yes,south,no,382.13
12,11.0,cauc,no,south,no,664.77
12,36.0,afam,no,south,no,308.64
6,34.0,cauc,no,south,no,422.35
12,5.0,cauc,no,south,no,213.68
13,3.0,cauc,no,south,no,213.68
16,34.0,cauc,no,south,no,2309.84
12,16.0,cauc,yes,south,no,451.09
15,11.0,cauc,yes,south,no,332.38
12,3.0,cauc,yes,south,no,282.19
13,25.0,cauc,yes,south,no,1139.6
9,47.0,cauc,yes,south,no,288.94
12,24.0,cauc,no,south,no,484.57
10,28.0,cauc,no,south,no,740.74
5,30.0,cauc,no,south,no,387.23
12,2.0,cauc,no,south,no,208.55
6,42.0,afam,yes,south,no,205.76
16,6.0,afam,yes,south,no,415.48
10,39.0,cauc,yes,south,no,830.96
12,7.0,cauc,yes,south,no,261.16
12,8.0,cauc,yes,south,no,875.69
10,18.0,cauc,yes,south,no,410.73
17,5.0,cauc,no,south,no,451.09
10,31.0,cauc,no,south,no,949.67
12,23.0,cauc,no,south,no,854.7
12,33.0,cauc,no,south,no,1020.89
15,-1.0,cauc,no,south,yes,189.93
12,16.0,afam,no,south,no,469.14
15,14.0,afam,no,south,no,652.9
12,18.0,cauc,no,south,no,524.48
12,37.0,cauc,no,south,yes,123.46
12,24.0,afam,no,south,no,396.83
12,37.0,cauc,no,south,no,578.7
12,17.0,cauc,yes,south,no,237.42
12,30.0,afam,yes,south,no,679.01
11,10.0,afam,yes,south,no,427.35
16,23.0,cauc,yes,south,no,844.02
14,0.0,cauc,yes,south,yes,254.04
12,42.0,cauc,yes,south,no,246.91
16,16.0,cauc,yes,south,no,2571.99
13,10.0,cauc,yes,south,no,498.58
14,-1.0,cauc,yes,south,yes,92.59
14,0.0,cauc,yes,south,yes,206.58
13,32.0,cauc,yes,south,no,830.96
12,19.0,cauc,yes,south,no,529.1
7,22.0,cauc,yes,south,no,518.52
16,8.0,cauc,yes,south,no,664.77
18,4.0,cauc,yes,south,no,569.8
14,-1.0,cauc,yes,south,yes,203.7
15,-1.0,cauc,yes,south,yes,144.44
9,10.0,cauc,yes,south,no,306.27
18,15.0,cauc,yes,south,no,759.73
15,29.0,cauc,yes,south,no,1377.02
13,23.0,cauc,yes,south,no,237.42
12,17.0,cauc,yes,south,no,759.73
12,30.0,cauc,yes,south,no,2283.95
11,13.0,cauc,yes,south,no,819.09
10,22.0,cauc,yes,south,no,370.37
14,24.0,cauc,yes,south,no,949.67
12,6.0,cauc,yes,south,no,261.16
15,13.0,cauc,yes,south,no,237.42
14,26.0,cauc,yes,south,no,258.4
9,17.0,cauc,yes,south,yes,200.62
12,8.0,cauc,yes,south,no,973.41
12,8.0,cauc,yes,south,no,498.58
12,47.0,cauc,yes,south,yes,176.54
18,22.0,cauc,yes,south,no,569.8
18,16.0,cauc,yes,south,no,746.48
13,1.0,cauc,yes,south,no,296.3
12,40.0,cauc,yes,south,no,474.83
13,26.0,cauc,yes,south,no,1068.38
12,1.0,cauc,yes,south,yes,142.45
12,0.0,cauc,yes,south,yes,143.87
12,11.0,cauc,yes,south,no,448.93
16,14.0,cauc,yes,south,no,1187.08
11,9.0,cauc,yes,south,no,401.48
12,50.0,cauc,yes,south,yes,89.35
12,24.0,cauc,yes,south,no,83.97
11,15.0,cauc,yes,south,no,823.05
16,1.0,cauc,yes,south,no,740.74
16,2.0,cauc,yes,south,no,830.96
12,45.0,cauc,yes,south,no,807.22
13,17.0,cauc,yes,south,no,949.67
12,45.0,cauc,yes,south,no,333.33
14,44.0,cauc,yes,south,no,319.56
18,4.0,cauc,yes,south,no,617.28
12,9.0,cauc,yes,south,no,474.83
14,3.0,cauc,yes,south,no,641.03
13,44.0,afam,yes,south,no,664.77
12,3.0,afam,yes,south,no,249.0
14,28.0,cauc,yes,south,no,427.35
13,30.0,cauc,yes,south,no,356.13
14,34.0,cauc,yes,south,no,1899.34
12,12.0,cauc,yes,south,no,469.14
11,15.0,afam,yes,south,no,308.64
12,10.0,cauc,yes,south,no,474.83
16,37.0,cauc,yes,south,no,925.93
12,11.0,cauc,yes,south,no,92.59
13,37.0,cauc,yes,south,no,664.77
14,12.0,cauc,yes,south,no,237.42
15,42.0,cauc,yes,south,no,997.15
12,18.0,cauc,yes,south,no,379.87
12,21.0,cauc,yes,south,no,878.44
12,47.0,cauc,yes,south,yes,232.22
14,17.0,cauc,yes,south,no,375.12
12,13.0,cauc,yes,south,no,451.09
16,18.0,cauc,yes,south,no,1234.57
18,26.0,cauc,yes,south,no,1195.3
15,36.0,cauc,yes,south,no,1187.08
16,42.0,cauc,yes,south,no,949.67
12,18.0,cauc,yes,south,no,155.11
12,38.0,cauc,yes,south,no,185.19
15,8.0,cauc,yes,south,no,712.25
12,9.0,cauc,yes,south,no,421.56
14,18.0,cauc,yes,south,no,361.94
18,16.0,cauc,yes,south,no,1851.85
14,18.0,cauc,yes,south,no,493.83
12,6.0,cauc,yes,south,yes,185.19
13,-1.0,cauc,yes,south,no,282.92
12,15.0,cauc,yes,south,no,481.48
12,32.0,cauc,yes,south,no,427.35
17,18.0,cauc,yes,south,no,823.05
12,12.0,cauc,yes,south,no,194.93
13,5.0,cauc,yes,south,no,430.66
16,9.0,cauc,yes,south,no,451.09
18,2.0,cauc,yes,south,yes,56.12
18,11.0,cauc,yes,south,no,664.77
7,37.0,afam,yes,south,no,228.4
15,13.0,cauc,yes,south,no,593.54
12,9.0,afam,yes,south,no,282.53
10,14.0,afam,yes,south,no,189.93
13,3.0,cauc,yes,south,yes,239.92
11,15.0,cauc,yes,south,no,613.17
13,-1.0,cauc,yes,south,yes,92.59
12,8.0,cauc,yes,south,no,403.61
12,31.0,cauc,yes,south,no,345.68
11,37.0,cauc,yes,south,no,379.87
12,18.0,cauc,yes,south,no,292.31
12,7.0,cauc,yes,south,no,664.77
12,19.0,cauc,yes,south,no,740.74
11,13.0,cauc,yes,south,no,462.96
12,39.0,cauc,yes,south,no,284.9
12,11.0,cauc,yes,south,no,360.08
18,4.0,cauc,yes,south,no,591.17
12,13.0,cauc,yes,south,no,178.06
16,9.0,cauc,yes,south,no,1009.02
8,49.0,cauc,yes,south,no,308.64
12,22.0,cauc,yes,south,no,1469.72
12,1.0,cauc,yes,south,no,147.2
16,20.0,afam,yes,south,no,902.18
9,52.0,cauc,yes,south,yes,185.19
17,14.0,cauc,yes,south,no,479.58
12,38.0,cauc,yes,south,no,830.96
16,13.0,cauc,yes,south,no,949.67
12,16.0,cauc,yes,south,no,474.83
14,-1.0,cauc,yes,south,no,102.88
18,10.0,cauc,yes,south,no,1353.28
18,4.0,cauc,yes,south,no,498.58
18,5.0,cauc,yes,south,no,771.6
12,6.0,cauc,yes,south,no,344.25
16,4.0,cauc,yes,south,no,327.54
16,3.0,cauc,yes,south,no,284.9
16,7.0,cauc,yes,south,no,759.73
16,4.0,cauc,yes,south,no,474.83
12,26.0,cauc,yes,south,no,237.42
12,39.0,cauc,yes,south,no,569.8
10,34.0,cauc,yes,south,no,176.37
12,16.0,cauc,yes,south,no,279.01
18,8.0,cauc,yes,south,no,415.48
12,32.0,afam,yes,south,no,237.42
13,-1.0,afam,yes,south,no,246.91
16,21.0,cauc,yes,south,no,2374.15
12,19.0,cauc,yes,south,no,299.29
9,40.0,cauc,yes,south,no,183.05
12,19.0,cauc,yes,south,no,759.73
17,23.0,cauc,yes,south,no,878.44
10,29.0,cauc,yes,south,no,493.83
18,11.0,cauc,yes,south,no,2374.15
16,18.0,cauc,yes,south,no,783.48
14,23.0,cauc,yes,south,no,712.25
14,0.0,cauc,yes,south,no,237.42
11,42.0,cauc,yes,south,no,569.8
12,5.0,cauc,yes,south,no,231.48
12,41.0,cauc,yes,south,no,142.45
14,24.0,cauc,yes,south,no,308.64
16,12.0,cauc,yes,south,no,381.17
8,51.0,cauc,yes,south,no,593.54
12,14.0,cauc,yes,south,no,474.83
8,37.0,cauc,yes,south,no,664.77
10,45.0,cauc,yes,south,no,854.7
10,2.0,cauc,yes,south,no,205.76
12,49.0,cauc,yes,south,yes,88.89
12,14.0,cauc,yes,south,no,342.94
16,2.0,cauc,yes,south,no,71.23
18,11.0,cauc,yes,south,no,1139.6
0,51.0,cauc,yes,south,yes,201.23
14,23.0,afam,yes,south,no,664.77
12,10.0,cauc,yes,south,no,474.83
10,28.0,cauc,yes,south,no,332.38
16,19.0,cauc,yes,south,no,712.25
12,12.0,cauc,yes,south,no,498.58
7,55.0,cauc,yes,south,no,341.88
18,18.0,cauc,yes,south,no,546.06
12,16.0,cauc,yes,south,no,379.87
14,13.0,cauc,yes,south,no,439.22
18,36.0,cauc,yes,south,no,1187.08
14,3.0,cauc,yes,south,yes,118.71
14,2.0,cauc,yes,south,yes,123.46
16,30.0,cauc,yes,south,no,783.48
14,11.0,cauc,yes,south,no,546.06
12,22.0,cauc,yes,south,no,284.9
12,12.0,cauc,yes,south,no,344.25
16,33.0,cauc,yes,south,no,854.7
14,4.0,cauc,yes,south,no,403.61
12,2.0,cauc,yes,south,no,356.13
12,5.0,cauc,yes,south,no,162.14
13,17.0,cauc,yes,south,no,458.55
16,13.0,cauc,yes,south,no,949.67
18,14.0,cauc,yes,south,no,1899.34
17,12.0,cauc,yes,south,no,237.42
12,27.0,cauc,yes,south,no,403.61
10,7.0,cauc,yes,south,yes,311.11
12,25.0,cauc,yes,south,no,1069.96
12,13.0,cauc,yes,south,no,246.91
18,5.0,cauc,yes,south,no,593.54
10,12.0,cauc,yes,south,no,593.54
11,44.0,cauc,yes,south,no,403.61
16,26.0,cauc,yes,south,no,880.1
18,34.0,cauc,yes,south,no,522.32
18,11.0,cauc,yes,south,no,1023.5
12,11.0,cauc,yes,south,no,336.7
15,15.0,cauc,yes,south,no,688.51
12,6.0,cauc,yes,south,no,344.25
12,29.0,cauc,yes,south,no,522.32
12,42.0,cauc,yes,south,no,317.19
12,0.0,cauc,yes,south,yes,202.61
14,12.0,cauc,yes,south,no,498.58
12,13.0,cauc,yes,south,no,751.48
10,48.0,cauc,yes,south,yes,86.42
14,9.0,cauc,yes,south,no,237.42
14,2.0,cauc,yes,south,yes,59.35
10,11.0,cauc,yes,south,no,320.51
15,5.0,cauc,yes,south,yes,189.93
11,29.0,cauc,yes,south,no,320.99
16,13.0,cauc,yes,south,no,474.83
9,20.0,cauc,yes,south,no,558.33
12,27.0,cauc,yes,south,no,356.13
14,1.0,cauc,yes,south,no,296.77
16,18.0,cauc,yes,south,no,547.06
6,42.0,cauc,yes,south,no,256.41
12,41.0,cauc,yes,south,no,925.93
12,21.0,cauc,yes,south,no,284.9
12,37.0,cauc,yes,south,no,348.58
12,14.0,cauc,yes,south,no,205.76
11,19.0,cauc,yes,south,no,830.96
15,42.0,cauc,yes,south,no,379.87
16,6.0,cauc,yes,south,no,427.35
12,9.0,cauc,yes,south,no,246.91
14,19.0,cauc,yes,south,no,1068.38
8,41.0,cauc,yes,south,no,166.19
14,9.0,afam,yes,south,no,353.75
12,16.0,cauc,yes,south,no,546.06
12,5.0,cauc,yes,south,no,284.9
12,12.0,cauc,yes,south,no,194.68
12,10.0,cauc,yes,south,no,347.22
12,15.0,cauc,yes,south,no,224.07
16,26.0,cauc,yes,south,no,322.89
11,22.0,cauc,yes,south,no,593.54
12,7.0,cauc,yes,south,no,327.55
11,18.0,cauc,yes,south,no,79.77
15,13.0,cauc,yes,south,no,237.42
12,34.0,cauc,yes,south,no,221.32
12,1.0,cauc,yes,south,no,254.04
10,13.0,afam,yes,south,no,379.87
